customer,st,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
ON77827,Arizona,F,Master,279022,22974,71,0,Personal Auto,Four-Door Car,180
KP18988,Oregon,F,High School or Below,2153133,0,101,0,Personal Auto,Four-Door Car,484
TI92884,Arizona,M,Bachelor,1262283,61844,106,0,Personal Auto,Luxury,508
JH73503,Arizona,M,Doctor,2017196,24804,73,0,Personal Auto,Two-Door Car,350
YE97964,California,F,Bachelor,1646436,27760,104,0,Personal Auto,SUV,302
VA30351,Oregon,F,High School or Below,559538,74454,71,0,Personal Auto,Four-Door Car,340
PV55726,Oregon,F,Master,417068,29462,107,1,Personal Auto,SUV,513
UC88305,Arizona,F,College,266544,52266,68,0,Corporate Auto,Two-Door Car,141
TS53809,Oregon,M,Bachelor,709891,0,70,0,Personal Auto,Two-Door Car,349
ZV32120,California,M,Doctor,397134,23599,103,0,Corporate Auto,SUV,494
FB80807,Oregon,M,Bachelor,552821,36088,72,0,Personal Auto,Four-Door Car,345
AS55677,California,F,High School or Below,833899,70534,104,0,Personal Auto,Four-Door Car,54
WA15684,Oregon,M,College,3844585,27398,125,1,Personal Auto,SUV,600
SA50567,Nevada,M,Bachelor,544855,85296,68,0,Personal Auto,Four-Door Car,342
KJ31611,Arizona,M,High School or Below,1080806,31063,92,0,Personal Auto,Four-Door Car,441
VL37375,California,M,Bachelor,618509,0,92,0,Personal Auto,Two-Door Car,1027
KN21017,Nevada,M,High School or Below,320822,52367,81,0,Personal Auto,Four-Door Car,275
PX44289,Arizona,M,College,548010,58651,71,0,Personal Auto,Four-Door Car,472
AM97901,Nevada,F,College,2298615,84831,192,0,Special Auto,Luxury,1336
RE42925,Oregon,M,Bachelor,1310792,49088,114,1,Corporate Auto,SUV,547
TR81766,California,F,College,746292,70263,93,0,Corporate Auto,Two-Door Car,7
CH85057,Oregon,F,Doctor,1146399,45354,285,0,Personal Auto,Luxury,540
UP71482,Arizona,M,High School or Below,723613,0,63,0,Personal Auto,Four-Door Car,383
EG40670,California,F,Bachelor,623268,28334,83,0,Special Auto,Four-Door Car,537
HV83672,Oregon,F,Bachelor,2839332,38772,90,0,Personal Auto,Four-Door Car,321
MG10140,Oregon,F,College,374675,41479,94,1,Personal Auto,Two-Door Car,19
TC44716,California,M,Bachelor,2156933,23909,119,0,Personal Auto,SUV,571
QO65264,California,M,College,501208,48328,63,0,Personal Auto,Two-Door Car,108
EB66698,California,M,High School or Below,337185,86689,85,0,Corporate Auto,Two-Door Car,408
OT52034,California,M,Bachelor,386477,24204,99,1,Personal Auto,Four-Door Car,707
CH85444,Oregon,M,College,414571,25943,110,0,Corporate Auto,Two-Door Car,1067
PU85769,California,M,High School or Below,515607,0,73,0,Personal Auto,Four-Door Car,807
UI73201,California,M,College,366737,62375,92,0,Personal Auto,Two-Door Car,618
SL50592,California,F,High School or Below,783568,0,71,0,Corporate Auto,Four-Door Car,404
XP11075,Arizona,M,Bachelor,1456726,0,148,0,Personal Auto,SUV,710
SI31236,Oregon,M,Bachelor,1017133,70200,65,0,Corporate Auto,Four-Door Car,312
JN26745,Nevada,F,Bachelor,413577,0,112,0,Special Auto,Four-Door Car,707
VK48036,Oregon,F,College,551149,79027,70,0,Corporate Auto,Four-Door Car,336
JX76668,Washington,F,High School or Below,1131424,62935,141,0,Personal Auto,Luxury,232
DS45802,California,F,High School or Below,541461,26893,68,0,Personal Auto,Four-Door Car,68
OA96690,Oregon,F,High School or Below,742159,47406,94,1,Personal Auto,Four-Door Car,287
EM27919,California,M,Bachelor,445811,17622,65,1,Personal Auto,Four-Door Car,312
QO41043,Oregon,F,College,1447612,27572,124,0,Corporate Auto,SUV,595
OV50124,Oregon,F,College,493688,0,72,2,Personal Auto,Two-Door Car,391
PR31642,Oregon,F,Bachelor,452527,32802,114,0,Personal Auto,SUV,547
BU41599,Washington,F,Master,558176,62739,70,0,Personal Auto,Two-Door Car,239
TK30357,California,F,Bachelor,1413434,90844,118,0,Personal Auto,SUV,232
NF31087,Nevada,F,High School or Below,2472318,44685,69,0,Personal Auto,Four-Door Car,331
NH16984,California,F,Bachelor,283806,0,80,0,Personal Auto,Four-Door Car,336
OS75493,California,F,High School or Below,384848,42589,98,0,Corporate Auto,Four-Door Car,470
VT63298,Oregon,M,Bachelor,1950447,0,72,0,Personal Auto,Four-Door Car,345
QS75550,Washington,F,Bachelor,248004,93383,62,0,Corporate Auto,Two-Door Car,244
SZ16483,Arizona,F,High School or Below,436137,79583,109,2,Personal Auto,Four-Door Car,523
VM92311,Arizona,F,High School or Below,252907,89129,64,0,Personal Auto,Four-Door Car,328
NJ46849,Arizona,M,College,250444,0,69,0,Personal Auto,Four-Door Car,496
WZ31900,Oregon,F,Bachelor,864970,94389,107,0,Corporate Auto,SUV,85
RG30482,Oregon,F,College,1366835,0,197,0,Personal Auto,SUV,1418
ZM86949,Oregon,F,High School or Below,2063508,84106,64,0,Personal Auto,Two-Door Car,334
QQ39596,Arizona,F,College,251753,0,69,0,Personal Auto,Four-Door Car,42
FH51383,California,F,High School or Below,532667,76717,66,0,Personal Auto,Two-Door Car,300
BJ53923,Arizona,M,High School or Below,260027,51978,66,0,Corporate Auto,Four-Door Car,144
CZ96653,Oregon,F,Bachelor,853479,47325,107,0,Personal Auto,SUV,64
FB23788,Oregon,M,High School or Below,882883,86721,111,0,Corporate Auto,SUV,532
NT43594,Nevada,F,Bachelor,224844,24910,63,1,Personal Auto,Four-Door Car,347
RJ85627,Washington,F,Bachelor,1230276,43817,62,1,Personal Auto,Four-Door Car,245
KJ86296,Oregon,M,High School or Below,455659,0,73,2,Personal Auto,Four-Door Car,525
PI47776,Oregon,F,Bachelor,253070,89451,63,0,Corporate Auto,Four-Door Car,61
MD73554,California,M,College,525198,59537,66,0,Personal Auto,Two-Door Car,316
UX92071,Oregon,M,High School or Below,674311,0,199,0,Personal Auto,Luxury,955
YG44474,Oregon,M,College,1401472,54193,117,0,Corporate Auto,SUV,720
UH45301,Oregon,M,College,943891,86946,118,0,Personal Auto,Four-Door Car,340
RY92647,California,F,Bachelor,1050677,0,92,0,Personal Auto,Four-Door Car,546
IK12620,Arizona,F,High School or Below,421391,12160,109,0,Personal Auto,Four-Door Car,489
GQ66762,California,M,College,477368,33701,63,0,Personal Auto,Four-Door Car,171
YT69858,Washington,F,Bachelor,544142,85702,67,0,Personal Auto,Two-Door Car,249
XD85577,California,M,Bachelor,284226,69417,73,1,Personal Auto,Four-Door Car,30
TM65736,Oregon,M,Master,305955,38644,78,1,Personal Auto,Four-Door Car,361
VJ51327,California,F,High School or Below,2031499,63209,102,2,Personal Auto,SUV,207
GS98873,Arizona,F,Bachelor,323912,16061,88,0,Personal Auto,Four-Door Car,633
CW49887,California,F,Master,462680,79487,114,0,Special Auto,SUV,547
MY31220,California,F,College,899704,54230,112,0,Personal Auto,Two-Door Car,537
